Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,Suggested Job Role
88,86,79,61,89,67,75,82,65,5,2,1,3,9,18
60,90,61,85,85,62,71,62,76,5,5,2,7,2,30
83,89,88,82,72,81,65,63,61,11,3,1,7,6,22
62,77,64,77,90,61,62,92,86,9,9,5,8,4,1
66,77,89,93,79,71,87,62,81,5,5,4,5,7,31
69,64,81,91,78,75,87,65,69,9,8,6,1,6,3
78,90,87,63,73,60,61,76,83,9,5,3,8,9,26
84,93,67,61,82,66,60,72,88,12,7,0,5,6,21
64,68,85,68,68,62,60,86,81,12,4,5,2,9,29
63,70,77,88,68,89,87,63,86,6,1,0,6,6,19
67,89,78,93,78,87,94,67,75,11,7,3,2,3,15
76,91,73,85,60,82,78,65,86,5,3,1,7,1,6
67,61,63,79,88,87,64,76,93,8,9,3,4,9,27
74,78,77,66,68,79,89,83,84,9,5,0,4,4,22
73,77,67,60,87,67,90,68,84,7,1,5,4,9,3
64,92,64,75,87,82,65,92,93,11,9,3,2,4,2
89,82,84,85,66,61,78,68,77,11,6,4,3,1,5
89,92,80,87,76,66,70,66,87,10,1,2,7,4,15
84,87,83,67,85,88,72,90,62,7,9,1,2,1,16
63,60,84,76,91,80,88,74,68,9,8,2,5,6,7
67,80,86,77,60,78,61,94,84,6,6,5,9,1,29
86,92,63,77,86,62,81,94,91,4,3,2,6,6,12
76,70,63,92,70,85,73,93,67,10,8,3,4,7,33
83,72,70,81,92,77,83,88,75,11,8,2,1,8,0
80,65,66,62,71,79,79,78,65,6,6,0,9,2,14
89,90,94,60,67,65,67,69,72,4,2,4,9,1,17
62,88,63,63,62,62,70,62,80,5,2,5,3,7,1
88,89,83,88,70,71,78,89,90,4,8,5,2,6,25
60,78,90,74,61,60,85,71,83,6,5,5,3,8,18
66,75,90,85,80,62,90,82,64,6,6,2,1,1,27
69,79,60,67,65,70,75,60,91,7,2,4,1,1,16
84,77,82,71,62,79,72,80,61,5,5,4,9,6,10
91,61,91,66,88,60,60,89,85,7,8,6,8,1,16
88,68,65,74,77,75,79,67,72,10,1,4,6,4,6
81,73,76,81,66,86,77,71,83,8,7,2,1,2,22
65,88,85,60,88,91,80,81,86,7,3,3,3,5,13
70,92,82,90,68,86,88,68,85,12,9,5,1,6,15
86,83,84,64,77,62,82,62,86,10,2,6,2,9,9
86,68,85,85,91,67,78,81,82,10,7,3,1,7,9
66,84,94,86,63,74,82,74,90,4,4,6,9,1,6
92,88,92,78,64,68,92,91,71,11,8,3,9,1,15
65,75,84,88,67,75,71,71,88,12,8,0,6,2,21
80,71,93,60,68,89,68,61,67,4,6,5,2,8,16
83,69,61,81,81,87,64,70,64,7,7,3,1,6,22
67,65,67,78,91,74,86,67,86,12,5,5,1,5,8
93,74,69,62,78,84,67,72,62,10,6,5,4,4,32
64,86,82,85,80,62,78,77,80,4,1,2,8,6,6
80,63,73,68,85,85,85,67,66,5,8,0,1,4,21
63,81,93,89,93,76,63,62,89,6,5,2,2,9,33
77,84,83,74,66,93,81,86,79,12,2,5,4,2,28
93,78,77,66,76,81,92,64,75,5,7,6,8,8,30
79,80,66,66,93,90,91,94,85,12,2,3,3,4,25
87,94,67,64,78,71,71,91,90,10,5,5,3,1,16
93,88,70,84,88,85,62,70,83,12,7,4,3,6,13
71,89,87,66,86,77,65,81,69,5,2,2,9,3,1
73,79,77,71,69,86,72,73,83,11,7,1,7,6,2
76,93,76,82,62,91,73,77,80,8,1,1,7,7,9
60,91,60,89,67,64,84,60,83,9,5,2,9,3,13
60,86,81,63,76,76,71,75,90,8,8,1,3,4,8
84,78,76,77,83,78,71,70,74,8,7,4,1,5,5
71,94,68,69,79,84,77,80,74,11,3,3,2,9,29
76,74,93,71,69,80,61,65,92,5,3,1,3,9,13
64,67,85,92,92,81,74,69,88,9,7,2,2,1,29
62,80,64,63,77,93,87,64,84,7,3,3,9,2,26
81,91,82,91,89,84,91,77,68,12,1,0,8,2,28
62,68,83,84,72,75,75,94,73,4,9,2,7,1,26
69,71,63,81,74,71,83,87,87,11,1,5,2,7,13
63,91,93,66,62,80,73,67,74,9,8,6,4,2,21
74,77,92,79,82,80,67,89,91,11,6,2,4,8,29
88,66,86,74,88,74,63,81,76,11,7,4,9,7,5
87,90,73,64,85,65,84,70,77,4,7,5,7,2,10
86,79,61,89,79,69,80,87,87,7,5,2,9,1,33
88,69,71,75,69,84,71,78,62,6,1,5,6,4,8
74,60,60,76,64,85,88,72,62,10,4,4,8,8,13
82,91,94,61,69,91,82,85,69,9,9,5,3,8,18
93,62,85,83,75,86,62,61,80,5,9,0,8,4,16
61,74,82,83,60,94,77,73,68,11,2,2,7,6,33
70,85,71,84,81,80,89,66,69,5,9,1,7,4,1
62,78,69,63,78,78,69,73,76,7,4,5,7,8,19
83,63,83,94,83,80,77,85,65,8,8,6,7,8,5
90,73,83,92,75,69,63,94,83,5,6,4,1,3,24
82,76,92,79,70,84,73,62,88,11,5,0,8,9,26
69,94,83,92,85,89,72,69,62,5,6,5,8,7,31
88,66,79,71,77,67,65,67,79,11,5,1,6,5,1
65,73,67,80,64,92,61,68,83,4,2,1,4,1,22
76,71,67,85,81,80,71,66,83,4,9,3,6,7,31
94,74,72,79,86,82,75,68,75,12,3,2,7,2,13
75,86,83,81,63,73,90,70,88,12,3,3,8,3,17
87,61,65,73,71,68,66,83,75,8,3,5,5,3,29
91,63,81,87,76,62,86,65,69,9,8,1,6,7,21
75,63,84,81,67,69,89,60,68,7,1,2,2,6,4
81,61,81,69,94,75,84,62,72,4,1,5,2,3,13
66,82,74,77,61,74,62,69,73,8,8,1,2,5,20
63,80,62,63,77,76,67,83,89,12,6,1,1,3,22
89,88,65,89,76,62,87,61,88,5,9,0,9,4,3
67,84,91,92,78,84,60,90,76,4,9,4,9,6,9
84,79,86,79,79,64,74,74,80,5,1,0,4,3,2
67,80,73,63,84,88,82,73,67,8,4,3,2,7,17
69,64,85,92,75,66,68,76,63,4,2,5,5,5,20
70,64,65,64,88,73,84,66,80,9,4,0,3,9,16
70,79,87,65,90,88,89,86,94,7,7,4,9,3,0
85,87,68,63,93,60,69,76,64,5,6,5,9,7,28
78,60,91,82,71,91,93,94,86,11,3,4,2,5,14
61,89,74,68,86,81,87,60,84,4,4,3,2,7,6
80,92,81,74,70,70,93,94,74,10,1,0,5,4,31
81,90,77,82,67,78,85,91,84,10,7,4,4,5,11
74,75,65,83,92,94,60,75,84,8,4,2,5,8,7
62,62,62,62,84,91,89,92,82,8,1,4,7,2,9
74,72,86,94,67,74,84,62,65,11,8,4,1,5,24
61,61,64,76,69,62,93,81,76,11,2,6,8,6,31
88,91,69,75,62,81,83,88,64,11,3,2,8,6,9
86,76,62,77,66,94,75,71,93,5,6,5,4,9,14
92,71,82,74,89,73,68,90,88,6,7,0,9,4,1
70,92,94,89,65,88,73,65,77,7,7,4,9,7,20
66,69,83,87,91,68,92,92,66,8,6,0,7,7,33
78,70,90,92,93,67,65,70,84,4,9,4,6,3,31
63,70,84,86,65,69,65,64,89,10,2,2,3,9,25
78,71,74,77,86,81,63,66,78,8,1,3,2,6,33
70,91,73,88,72,85,80,62,90,5,5,3,3,9,17
86,63,94,74,89,70,87,69,61,8,9,3,8,3,5
80,68,79,89,62,61,61,70,61,10,3,1,5,2,20
83,79,88,76,74,82,71,92,79,7,6,1,8,2,11
90,61,68,64,93,71,71,69,78,11,7,1,5,7,27
63,74,93,65,85,86,79,74,68,4,8,5,9,7,13
62,62,73,90,78,92,70,74,92,12,7,4,6,2,1
77,71,78,80,83,84,78,60,67,5,9,0,6,5,18
68,92,88,68,79,75,72,90,64,7,4,5,2,8,24
92,85,79,77,79,88,75,61,70,5,1,5,7,3,31
80,61,61,61,85,79,91,79,74,10,4,0,1,3,30
70,67,80,89,73,72,71,77,88,8,2,1,8,5,16
76,85,72,71,80,90,94,94,91,7,9,2,3,7,14
82,73,84,90,87,72,92,63,63,8,6,0,5,7,4
61,64,63,61,83,74,81,74,93,8,4,3,8,6,5
64,93,93,75,75,60,61,70,92,4,5,3,6,8,27
69,88,67,91,85,83,77,80,82,10,5,4,8,2,21
68,94,90,90,73,93,81,92,62,5,6,4,8,5,16
67,77,75,76,80,76,85,63,74,5,4,1,7,4,9
88,73,66,76,73,87,92,62,64,12,9,4,7,6,32
69,87,72,71,74,93,80,89,66,9,4,6,4,5,31
90,92,73,80,64,90,60,66,74,7,3,1,9,1,9
79,92,78,80,71,92,77,61,79,8,2,0,7,2,23
88,82,64,61,68,85,66,66,64,6,6,6,5,3,26
69,86,78,83,64,86,61,66,62,6,7,3,3,2,11
91,87,61,76,92,93,74,89,83,8,7,1,8,5,20
71,79,67,79,85,69,75,90,91,10,8,0,4,1,21
81,79,61,89,71,83,76,74,60,9,5,2,4,8,16
82,69,78,91,60,87,76,70,94,8,2,0,9,2,26
81,87,93,94,93,76,91,85,78,8,6,3,3,3,31
69,85,72,93,76,79,63,78,76,8,3,2,3,1,1
85,79,88,79,80,74,85,82,60,4,3,1,8,4,33
67,72,92,63,62,73,87,89,77,10,8,1,5,8,12
73,90,67,66,91,77,94,62,64,7,2,6,8,6,19
78,60,64,65,61,84,67,88,61,12,4,2,5,7,30
90,89,69,81,64,89,70,68,80,12,5,2,1,7,0
65,87,87,75,72,87,66,82,64,8,5,6,6,3,4
71,75,94,65,60,68,60,69,82,8,6,2,3,6,15
71,80,77,73,69,76,77,67,72,8,3,3,9,7,26
82,70,93,71,66,68,72,82,77,6,8,0,5,4,14
79,87,88,76,71,60,78,66,77,5,3,0,7,2,23
79,91,89,60,77,93,68,67,87,8,8,5,4,6,22
86,74,86,73,80,92,89,93,61,9,2,4,1,9,7
68,79,94,81,94,92,91,72,69,12,1,0,3,8,7
84,70,70,75,91,81,84,72,84,11,1,1,7,3,17
83,85,70,62,80,84,65,69,79,5,5,1,9,6,30
61,63,70,93,90,82,92,67,68,8,1,1,6,5,3
72,64,76,86,69,67,69,80,84,11,3,5,1,7,3
73,94,86,68,79,61,91,86,90,7,2,2,3,2,7
64,88,64,87,78,81,72,63,89,9,8,4,6,4,29
71,73,84,66,84,83,69,88,76,5,7,1,7,7,29
78,83,85,79,61,71,80,93,64,10,2,4,1,1,14
63,73,63,64,81,70,60,62,81,9,1,2,2,6,15
77,67,80,71,79,74,77,84,87,5,9,6,8,7,10
60,88,65,62,68,73,64,75,66,9,9,3,8,4,19
60,74,73,90,66,78,84,73,67,5,2,2,2,4,25
63,79,63,71,65,65,84,61,92,8,8,5,8,7,3
79,74,89,81,80,88,83,73,71,12,2,6,4,9,27
83,74,81,60,80,84,74,73,71,6,2,4,8,5,3
92,64,61,77,72,90,76,81,66,5,8,4,7,2,23
87,67,60,76,76,67,74,79,93,9,6,2,1,3,16
69,85,82,86,93,61,79,89,64,9,7,4,3,1,14
70,64,89,93,64,82,60,82,70,5,4,1,5,9,6
77,92,60,87,69,63,90,66,76,9,8,0,3,9,16
75,65,81,75,89,80,76,66,86,11,6,0,7,3,7
80,66,91,74,87,91,62,82,63,4,9,6,9,5,28
80,89,74,91,76,79,85,66,67,10,6,4,2,8,6
91,94,60,68,94,67,66,62,91,11,5,5,8,5,33
88,90,92,93,90,93,72,84,69,6,3,0,9,5,4
66,82,91,83,86,82,92,90,69,12,3,4,8,6,13
81,70,83,69,68,61,65,63,92,5,7,2,9,8,18
71,85,84,87,93,75,71,90,82,7,3,0,6,4,21
69,73,61,93,60,65,62,72,62,6,3,5,2,9,11
94,69,85,72,74,63,60,72,77,9,4,3,6,4,16
90,82,83,92,86,85,80,63,90,8,2,2,7,6,13
88,61,87,74,93,83,76,91,69,12,8,4,4,2,2
83,74,70,88,86,70,87,89,77,5,6,1,3,9,33
68,94,63,63,62,81,72,74,60,9,1,0,7,4,25
88,63,85,92,91,83,70,91,60,6,9,1,9,2,20
70,94,73,76,67,91,61,69,81,10,2,3,5,2,25
71,77,70,71,77,76,79,63,61,11,2,4,3,8,26
73,60,81,71,83,80,73,77,94,10,4,2,1,9,24
71,71,73,71,67,91,88,91,85,5,1,2,5,2,24
68,61,93,64,60,87,79,89,82,6,9,1,4,1,14
66,65,65,72,64,77,81,75,77,8,7,6,5,8,9
71,67,70,72,68,90,88,79,87,5,2,2,7,7,1
78,94,65,64,67,82,79,81,74,9,6,4,2,7,29
80,81,77,62,66,85,91,85,92,10,7,6,6,1,19
87,72,79,91,67,65,77,70,89,5,5,2,7,3,28
82,62,79,76,88,69,78,70,78,4,6,5,4,5,14
88,62,69,94,91,71,61,80,94,11,6,2,5,4,30
64,77,70,64,92,66,64,65,86,11,3,3,2,4,17
70,72,92,64,65,86,64,75,66,7,4,1,9,2,17
71,94,67,80,64,61,67,91,78,10,7,1,5,8,20
74,74,64,91,69,77,87,80,74,4,1,2,2,4,17
63,88,85,77,80,75,88,65,79,9,8,3,4,9,3
76,92,62,60,67,79,66,67,83,11,4,6,3,1,9
75,76,88,61,65,70,79,80,92,11,5,3,3,1,14
64,61,85,78,77,70,90,76,61,10,6,3,9,4,26
89,62,90,66,73,82,72,87,64,12,4,4,5,3,19
61,66,81,92,65,65,74,63,64,7,2,4,4,9,14
87,87,70,68,72,93,72,90,67,7,8,3,1,7,13
84,82,66,85,89,67,82,88,67,10,9,4,6,7,32
83,64,85,70,93,94,79,61,70,9,5,2,5,6,18
92,62,62,94,86,73,60,93,92,6,6,0,9,1,10
84,67,69,79,74,72,77,87,77,6,7,1,1,9,2
66,89,60,90,74,89,73,76,94,7,5,2,5,1,23
64,69,72,65,72,75,75,67,63,4,8,3,1,3,19
65,74,85,81,90,76,78,92,84,5,2,1,9,1,32
94,77,84,87,77,78,76,60,65,4,9,5,7,5,22
68,78,81,87,67,70,87,90,62,9,8,1,8,9,6
73,88,77,92,94,65,70,77,79,6,4,2,6,9,14
66,70,62,76,64,76,72,76,67,7,7,2,5,3,17
77,78,91,75,88,73,64,79,68,9,3,1,9,3,10
81,85,68,83,69,65,68,77,87,4,8,0,5,6,23
83,77,85,66,72,85,76,67,68,10,6,4,6,5,7
66,60,69,90,71,60,72,91,82,9,2,1,4,6,28
92,64,68,90,92,82,84,94,66,10,7,5,3,1,20
75,81,84,81,63,90,65,78,76,9,2,5,9,3,7
84,63,76,67,62,69,91,89,90,5,5,0,9,7,32
69,86,88,83,84,80,76,82,92,10,3,0,8,8,13
92,80,87,81,76,93,77,64,81,7,9,4,7,5,32
93,62,85,60,88,70,67,76,63,11,2,2,9,1,31
93,70,88,60,74,61,80,85,67,7,9,5,4,8,16
73,89,72,77,64,66,93,84,83,12,4,1,6,9,28
70,63,75,90,73,94,65,80,85,12,2,3,2,2,8
63,90,77,81,81,93,90,65,67,10,6,1,4,1,26
94,61,61,68,69,75,61,75,87,11,7,1,9,8,14
82,66,87,80,65,78,93,71,62,4,9,2,8,6,3
80,92,61,88,91,71,68,73,67,9,2,5,9,2,15
88,68,69,76,85,84,78,85,84,4,6,6,6,4,8
93,85,60,69,65,91,81,63,72,12,9,6,9,2,14
86,84,85,84,68,91,64,68,94,4,3,6,1,2,11
91,91,92,81,65,84,81,64,83,7,2,6,2,2,2
79,92,82,68,84,89,78,60,75,11,8,0,9,9,20
66,70,87,86,76,69,66,80,61,9,7,4,9,3,4
82,94,70,85,64,67,94,91,70,9,4,2,2,1,6
77,90,75,76,85,82,80,83,61,11,7,1,5,3,6
71,72,70,83,92,90,93,71,74,12,9,0,1,6,16
85,74,73,75,66,63,62,62,86,9,9,3,3,3,18
62,88,71,62,74,67,94,76,81,6,9,0,3,8,28
60,85,91,93,88,64,94,88,86,7,1,4,4,2,16
90,65,60,60,85,94,78,79,74,6,3,1,2,4,9
80,77,85,80,80,68,87,86,75,5,5,5,3,7,29
80,89,73,74,64,82,90,79,66,7,6,6,4,4,31
72,65,88,93,92,88,64,74,75,6,6,3,8,3,17
63,82,72,89,70,72,87,94,72,12,5,1,7,1,11
83,78,92,80,78,74,70,73,86,7,9,4,9,7,13
61,78,91,70,70,84,78,92,85,8,8,6,9,9,9
78,81,62,64,79,91,86,62,80,7,3,6,2,1,2
75,68,73,72,89,80,74,73,60,7,4,0,9,8,16
64,76,91,75,69,79,68,76,89,7,5,0,6,7,21
90,65,69,84,80,77,81,89,84,8,5,2,9,3,2
72,63,90,74,67,78,82,91,62,6,6,0,1,2,11
64,63,65,72,76,79,71,69,76,12,2,2,5,1,13
64,61,89,76,93,69,70,80,60,8,4,1,1,2,33
86,94,62,60,79,83,85,85,68,6,7,3,3,3,30
84,72,92,89,78,69,71,90,90,10,9,1,6,8,1
80,60,79,85,86,83,81,67,73,9,3,6,2,6,16
94,74,62,68,79,88,61,76,90,5,6,1,8,4,16
66,69,63,72,66,72,79,86,67,10,3,2,5,7,21
66,86,69,88,78,64,62,85,71,9,7,5,7,8,17
80,92,88,78,87,74,84,73,66,5,5,5,5,8,14
69,72,77,91,93,94,90,64,78,6,2,1,9,7,10
71,76,62,62,79,69,75,90,66,10,1,0,9,3,23
61,63,61,84,69,62,81,82,80,5,1,6,7,4,14
65,85,91,63,88,93,79,78,79,4,4,1,3,5,32
60,79,74,77,67,91,80,72,83,6,7,5,3,8,5
94,73,92,78,60,87,72,71,68,11,8,5,5,5,16
78,60,65,60,66,91,76,79,77,10,3,0,3,8,30
72,67,71,64,85,87,63,65,63,8,9,2,8,9,22
87,61,85,82,72,77,69,63,85,12,2,4,6,6,29
88,87,83,62,71,65,79,61,87,10,6,3,8,4,12
76,74,76,79,86,93,80,88,62,5,1,6,7,3,27
64,88,90,73,79,66,87,76,67,7,9,6,2,3,2
90,66,86,72,77,89,65,75,80,8,4,2,2,5,16
75,90,75,76,64,74,80,61,72,12,4,3,7,6,2
60,61,86,72,62,90,93,68,63,4,5,4,5,4,33
77,67,64,81,69,64,91,87,91,5,4,4,5,8,1
66,61,75,88,79,88,67,84,79,4,7,6,9,3,16
84,88,80,66,72,81,71,91,68,8,1,6,6,1,22
71,78,71,81,61,65,82,90,60,6,3,4,6,2,15
90,87,86,77,75,74,92,85,85,5,2,6,1,3,20
91,64,62,74,69,83,85,93,69,10,8,5,5,8,8
90,63,90,84,71,79,75,78,89,4,8,3,7,3,33
60,85,83,82,71,78,78,94,70,11,4,5,4,8,2
71,90,60,65,69,67,65,83,78,10,5,1,5,9,11
75,81,73,64,72,82,76,64,71,8,7,4,5,4,20
64,77,65,93,82,76,79,90,69,9,3,0,5,3,1
85,88,87,74,86,61,73,65,78,5,3,2,2,5,14
76,80,74,69,81,93,83,89,68,5,7,1,8,4,28
71,85,71,71,66,77,78,78,62,10,8,2,8,4,14
81,70,91,81,61,68,66,66,81,7,3,0,2,3,22
68,68,70,89,64,72,65,82,77,4,9,6,7,7,11
92,84,77,75,63,87,75,66,70,5,1,2,5,4,2
62,79,83,65,82,77,78,73,93,10,9,4,4,4,3
85,73,61,63,89,87,79,73,82,6,9,3,7,8,19
90,75,73,86,85,88,86,89,85,5,1,0,4,2,25
85,71,75,69,84,75,68,76,62,10,7,0,5,7,25
77,66,75,76,91,75,73,72,65,7,9,2,6,1,27
86,94,77,66,77,87,94,61,64,7,4,2,6,3,33
70,61,89,84,76,60,61,74,72,5,7,5,9,7,2
93,61,72,75,74,75,68,87,81,11,3,0,1,5,28
67,70,75,65,81,87,86,66,80,12,2,5,2,6,22
77,82,91,84,68,62,79,78,62,6,3,6,7,7,24
75,63,61,84,72,61,78,70,72,10,2,4,3,4,16
61,72,77,83,69,64,76,77,76,7,1,3,6,9,21
77,66,94,79,79,71,68,77,69,11,1,1,7,4,0
83,62,61,71,77,84,85,73,64,9,4,4,1,6,27
91,72,70,91,84,64,67,94,76,5,8,0,9,3,1
60,91,68,74,82,75,93,66,66,12,4,2,7,3,28
67,86,88,61,74,80,87,68,90,11,1,0,9,2,6
80,90,81,81,60,79,73,88,64,5,5,6,7,7,17
68,82,84,79,78,61,71,67,65,12,8,5,6,7,16
70,62,87,78,77,65,76,61,63,6,1,4,4,1,5
69,69,62,75,71,82,60,63,66,6,3,6,8,4,27
93,71,82,77,65,93,91,61,73,5,1,1,9,2,33
77,77,88,84,87,72,64,60,84,4,1,6,1,3,8
93,65,85,89,63,88,85,72,88,5,3,6,1,8,21
74,74,60,78,64,80,60,88,85,9,2,5,4,6,22
82,92,83,88,67,82,68,60,76,10,1,1,3,6,6
65,75,83,71,73,66,60,60,81,9,8,6,3,1,7
79,88,74,69,63,75,90,62,60,10,7,0,7,5,17
76,87,89,75,73,93,92,80,89,9,7,1,1,9,20
93,81,83,80,74,68,66,71,68,10,5,3,4,3,17
61,91,84,79,83,83,82,74,72,9,3,5,4,8,26
80,88,85,76,82,79,79,88,86,4,7,5,1,7,30
72,70,77,78,60,82,91,88,92,6,5,1,2,4,6
60,71,65,69,82,74,72,82,93,4,2,2,9,8,2
66,87,74,63,68,72,63,76,90,10,2,1,2,7,5
92,68,80,92,90,79,85,79,92,7,3,3,1,7,10
89,60,90,65,75,86,81,80,81,8,7,5,4,8,5
89,87,60,64,67,79,94,69,84,9,4,6,8,7,27
91,89,75,93,90,84,87,84,80,7,7,3,6,9,33
84,72,90,90,68,88,67,68,82,12,8,3,4,5,5
75,85,79,80,62,86,63,92,86,5,4,4,1,8,16
64,69,85,83,60,82,91,88,65,8,9,5,2,2,9
67,72,69,62,92,82,81,60,66,5,8,1,1,4,12
78,89,64,78,76,91,78,88,93,4,7,2,5,6,3
71,73,91,71,87,72,72,69,79,9,7,5,8,4,10
90,83,69,80,87,79,94,77,88,6,6,6,4,3,21
83,85,94,62,69,72,92,74,79,12,9,6,9,7,31
80,84,60,84,90,67,60,93,94,7,2,3,5,7,4
93,69,79,88,91,65,67,92,90,10,9,2,9,6,27
75,87,67,85,88,89,78,88,89,8,4,1,7,5,10
81,78,68,69,83,72,76,92,92,9,6,0,3,1,24
80,66,61,72,81,74,74,63,75,8,1,1,8,8,15
60,85,92,66,75,74,84,68,89,12,8,6,7,8,6
65,85,74,80,77,67,88,63,83,8,7,4,9,4,26
76,71,73,61,68,61,71,68,74,5,6,6,9,6,3
90,91,86,85,84,70,62,92,83,5,9,5,5,8,10
91,82,81,77,64,79,66,70,88,7,6,2,6,3,22
83,61,81,87,70,89,89,79,80,4,7,6,9,1,18
93,78,86,91,74,75,71,61,73,6,1,6,3,8,9
75,76,90,84,67,77,60,73,92,7,4,3,6,2,32
87,90,92,69,70,69,79,91,93,5,6,0,2,5,25
90,86,86,79,71,61,83,78,76,11,3,3,6,1,18
93,61,66,64,76,79,69,92,63,4,1,3,6,3,5
66,83,93,60,71,91,79,70,82,8,4,4,5,1,11
68,82,64,67,71,73,60,89,67,11,6,6,4,6,3
76,88,68,79,62,67,67,75,78,12,7,6,9,9,28
65,79,65,68,66,74,79,60,65,8,3,1,2,1,13
88,87,74,82,81,79,86,77,60,5,9,0,4,1,8
63,81,84,93,83,85,80,84,75,10,3,6,8,8,16
73,88,90,78,68,69,85,94,70,5,3,6,5,9,12
68,65,73,79,88,87,92,61,83,7,6,2,7,7,22
82,86,66,73,94,93,84,62,90,10,3,4,6,9,26
92,75,86,89,82,82,80,77,85,7,8,3,7,3,0
71,77,66,72,62,91,69,91,74,10,5,5,4,6,6
93,82,85,63,70,66,88,68,72,4,6,3,4,3,17
84,60,71,73,71,71,75,80,64,12,4,5,5,8,19
77,79,75,76,74,90,68,62,73,4,8,1,9,6,16
90,76,84,84,76,67,63,87,89,7,7,2,4,9,15
94,66,71,91,68,92,80,60,76,10,6,0,5,9,3
61,72,61,92,68,87,69,69,69,4,1,6,1,3,1
62,86,79,62,84,72,66,71,84,8,3,2,8,3,29
84,84,82,90,76,80,70,70,84,8,7,5,7,3,7
78,86,71,75,84,71,92,63,90,10,1,1,8,3,2
66,64,71,65,70,64,75,60,91,4,9,0,7,5,26
91,73,75,72,89,64,69,65,68,7,1,6,3,5,24
90,80,85,92,86,65,61,79,66,10,4,2,7,3,28
73,91,69,76,89,91,65,91,74,11,5,3,7,2,27
81,65,62,72,71,71,62,69,79,7,3,4,7,6,19
76,66,75,90,90,93,83,85,63,11,2,0,1,3,27
79,60,61,80,81,79,62,92,86,5,2,5,1,5,5
70,91,64,82,93,90,84,70,87,4,9,2,9,4,19
72,92,83,89,85,69,71,66,90,7,4,6,3,8,1
77,79,91,77,64,67,81,93,69,9,7,6,7,3,33
67,68,88,88,60,87,66,74,83,4,4,2,2,6,30
73,68,67,64,77,94,73,71,86,12,1,4,7,7,26
90,70,86,71,93,61,94,65,69,10,8,0,2,2,8
82,63,76,78,60,87,83,64,60,7,5,3,4,9,1
68,69,90,72,73,69,64,72,83,5,2,6,3,7,17
94,63,93,82,76,75,90,69,92,6,8,1,7,1,10
61,64,93,68,60,64,91,77,69,5,4,3,9,1,15
80,61,80,83,66,60,91,80,72,9,4,0,2,7,25
69,88,68,77,79,60,91,92,68,7,5,6,8,1,16
83,64,75,88,88,74,94,84,62,4,3,3,3,7,22
81,71,67,85,72,73,61,67,68,4,8,6,8,6,15
94,61,77,86,67,81,80,88,66,9,8,3,9,7,16
81,63,67,82,94,90,63,65,84,10,6,4,1,3,29
80,71,76,91,87,72,64,80,76,4,4,4,2,9,29
82,89,76,71,63,72,81,68,82,4,5,0,5,1,5
75,91,94,72,68,74,94,62,76,11,1,6,6,7,0
68,69,75,82,86,94,67,83,77,8,2,2,8,2,17
86,60,77,66,66,90,66,82,61,7,4,2,2,6,6
63,66,93,69,83,79,74,78,85,8,1,2,5,6,33
79,71,89,87,90,69,79,82,75,5,6,0,4,1,30
88,83,62,71,93,70,87,88,85,5,5,1,3,1,13
68,91,75,86,64,62,76,88,61,10,8,5,6,5,26
88,77,60,86,92,91,81,68,65,5,7,2,9,4,12
85,82,75,79,67,83,83,72,69,7,6,3,1,8,31
76,83,70,64,73,64,64,69,61,7,7,1,5,4,17
94,69,90,66,74,63,88,66,69,10,3,0,4,6,3
71,86,60,76,84,73,91,80,75,7,4,6,8,1,15
68,60,86,85,94,82,76,78,66,9,9,3,2,2,10
82,88,64,81,86,78,82,75,85,5,5,2,7,3,32
88,92,69,60,68,66,92,85,66,6,6,2,5,8,11
74,61,73,69,65,85,76,89,71,6,8,3,6,6,3
64,69,87,83,67,61,79,94,88,10,4,3,3,5,32
88,92,71,82,68,79,78,69,65,7,7,4,6,8,2
83,76,65,69,92,69,88,60,66,4,8,5,5,8,17
88,78,86,68,61,93,80,91,93,8,2,2,5,1,8
80,63,62,94,78,62,84,62,82,7,4,4,7,1,6
79,76,69,79,79,82,90,66,74,5,7,4,6,4,32
73,81,61,79,84,63,71,64,75,10,8,2,2,4,24
60,64,71,82,79,88,90,74,82,11,9,3,4,4,16
63,88,76,93,88,74,66,65,94,10,2,4,4,1,8
86,61,63,71,73,80,89,69,86,4,6,3,5,8,32
80,92,61,92,74,79,75,72,81,7,1,2,6,7,32
74,94,65,84,73,79,73,73,92,10,3,3,1,2,22
72,75,85,64,78,94,61,83,86,5,1,2,7,2,30
84,86,90,78,81,77,65,60,73,10,7,5,2,4,29
62,70,83,92,89,87,73,87,76,8,6,4,3,1,15
60,83,74,86,76,82,74,73,61,4,9,6,1,3,11
74,80,86,85,83,60,60,73,61,9,7,5,3,2,0
76,73,88,78,72,70,76,68,78,11,3,4,5,1,14
92,72,74,92,60,85,64,80,62,12,5,3,4,6,10
68,77,85,79,66,88,62,82,84,8,2,2,1,7,9
89,73,94,80,86,66,92,84,85,9,6,5,1,5,10
92,73,84,73,71,73,61,92,76,10,9,3,1,8,9
82,82,87,89,73,92,63,63,80,11,9,5,7,1,4
73,72,79,84,79,66,71,81,62,9,5,4,6,1,4
